ID, t, I
4063, 40.630, 1685.0
4064, 40.640, 1672.0
4065, 40.650, 1687.0
4066, 40.660, 1699.0
4067, 40.670, 1687.0
4068, 40.680, 1670.0
4069, 40.690, 1660.0
4070, 40.700, 1662.0
4071, 40.710, 1684.0
4072, 40.720, 1679.0
4073, 40.730, 1665.0
4074, 40.740, 1660.0
4075, 40.750, 1647.0
4076, 40.760, 1678.0
4077, 40.770, 1685.0
4078, 40.780, 1672.0
4079, 40.790, 1666.0
4080, 40.800, 1655.0
4081, 40.810, 1680.0
4082, 40.820, 1682.0
4083, 40.830, 1677.0
4084, 40.840, 1674.0
4085, 40.850, 1676.0
4086, 40.860, 1689.0
4087, 40.870, 1689.0
4088, 40.880, 1697.0
4089, 40.890, 1692.0
4090, 40.900, 1692.0
4091, 40.910, 1706.0
4092, 40.920, 1699.0
4093, 40.930, 1717.0
4094, 40.940, 1724.0
4095, 40.950, 1720.0
4096, 40.960, 1718.0
4097, 40.970, 1693.0
4098, 40.980, 1721.0
4099, 40.990, 1731.0
4100, 41.000, 1727.0
4101, 41.010, 1729.0
4102, 41.020, 1705.0
4103, 41.030, 1708.0
4104, 41.040, 1729.0
4105, 41.050, 1727.0
4106, 41.060, 1727.0
4107, 41.070, 1694.0
4108, 41.080, 1709.0
4109, 41.090, 1697.0
4110, 41.100, 1721.0
4111, 41.110, 1713.0
4112, 41.120, 1690.0
4113, 41.130, 1681.0
4114, 41.140, 1692.0
4115, 41.150, 1695.0
4116, 41.160, 1700.0
4117, 41.170, 1679.0
4118, 41.180, 1691.0
4119, 41.190, 1670.0
4120, 41.200, 1672.0
4121, 41.210, 1685.0
4122, 41.220, 1682.0
4123, 41.230, 1680.0
4124, 41.240, 1670.0
4125, 41.250, 1659.0
4126, 41.260, 1684.0
4127, 41.270, 1685.0
4128, 41.280, 1686.0
4129, 41.290, 1670.0
4130, 41.300, 1665.0
4131, 41.310, 1677.0
4132, 41.320, 1681.0
4133, 41.330, 1686.0
4134, 41.340, 1679.0
4135, 41.350, 1676.0
4136, 41.360, 1677.0
4137, 41.370, 1684.0
4138, 41.380, 1698.0
4139, 41.390, 1701.0
4140, 41.400, 1711.0
4141, 41.410, 1694.0
4142, 41.420, 1695.0
4143, 41.430, 1696.0
4144, 41.440, 1700.0
4145, 41.450, 1716.0
4146, 41.460, 1710.0
4147, 41.470, 1684.0
4148, 41.480, 1709.0
4149, 41.490, 1708.0
4150, 41.500, 1728.0
4151, 41.510, 1733.0
4152, 41.520, 1701.0
4153, 41.530, 1713.0
4154, 41.540, 1732.0
4155, 41.550, 1719.0
4156, 41.560, 1732.0
4157, 41.570, 1720.0
4158, 41.580, 1714.0
4159, 41.590, 1711.0
4160, 41.600, 1726.0
4161, 41.610, 1723.0
4162, 41.620, 1703.0
4163, 41.630, 1710.0
4164, 41.640, 1705.0
4165, 41.650, 1718.0
4166, 41.660, 1700.0
4167, 41.670, 1697.0
4168, 41.680, 1690.0
4169, 41.690, 1688.0
4170, 41.700, 1696.0
4171, 41.710, 1695.0
4172, 41.720, 1686.0
4173, 41.730, 1698.0
4174, 41.740, 1680.0
4175, 41.750, 1687.0
4176, 41.760, 1688.0
4177, 41.770, 1680.0
4178, 41.780, 1688.0
4179, 41.790, 1668.0
4180, 41.800, 1673.0
4181, 41.810, 1678.0
4182, 41.820, 1676.0
4183, 41.830, 1686.0
4184, 41.840, 1680.0
4185, 41.850, 1681.0
4186, 41.860, 1684.0
4187, 41.870, 1687.0
4188, 41.880, 1687.0
4189, 41.890, 1689.0
4190, 41.900, 1701.0
4191, 41.910, 1689.0
4192, 41.920, 1701.0
4193, 41.930, 1705.0
4194, 41.940, 1703.0
4195, 41.950, 1710.0
4196, 41.960, 1699.0
4197, 41.970, 1705.0
4198, 41.980, 1709.0
4199, 41.990, 1717.0
4200, 42.000, 1743.0
4201, 42.010, 1705.0
4202, 42.020, 1711.0
4203, 42.030, 1713.0
4204, 42.040, 1724.0
4205, 42.050, 1728.0
4206, 42.060, 1718.0
4207, 42.070, 1710.0
4208, 42.080, 1715.0
4209, 42.090, 1717.0
4210, 42.100, 1718.0
4211, 42.110, 1703.0
4212, 42.120, 1703.0
4213, 42.130, 1696.0
4214, 42.140, 1699.0
4215, 42.150, 1695.0
4216, 42.160, 1699.0
4217, 42.170, 1698.0
4218, 42.180, 1691.0
4219, 42.190, 1682.0
4220, 42.200, 1692.0
4221, 42.210, 1687.0
4222, 42.220, 1699.0
4223, 42.230, 1683.0
4224, 42.240, 1672.0
4225, 42.250, 1685.0
4226, 42.260, 1681.0
4227, 42.270, 1680.0
4228, 42.280, 1676.0
4229, 42.290, 1677.0
4230, 42.300, 1676.0
4231, 42.310, 1670.0
4232, 42.320, 1681.0
4233, 42.330, 1686.0
4234, 42.340, 1682.0
4235, 42.350, 1692.0
4236, 42.360, 1684.0
4237, 42.370, 1693.0
4238, 42.380, 1694.0
4239, 42.390, 1695.0
4240, 42.400, 1704.0
4241, 42.410, 1697.0
4242, 42.420, 1708.0
4243, 42.430, 1697.0
4244, 42.440, 1709.0
4245, 42.450, 1715.0
4246, 42.460, 1706.0
4247, 42.470, 1709.0
4248, 42.480, 1716.0
4249, 42.490, 1722.0
4250, 42.500, 1719.0
4251, 42.510, 1700.0
4252, 42.520, 1705.0
4253, 42.530, 1705.0
4254, 42.540, 1716.0
4255, 42.550, 1713.0
4256, 42.560, 1696.0
4257, 42.570, 1699.0
4258, 42.580, 1710.0
4259, 42.590, 1716.0
4260, 42.600, 1708.0
4261, 42.610, 1695.0
4262, 42.620, 1685.0
4263, 42.630, 1698.0
4264, 42.640, 1704.0
4265, 42.650, 1693.0
4266, 42.660, 1699.0
4267, 42.670, 1691.0
4268, 42.680, 1683.0
4269, 42.690, 1686.0
4270, 42.700, 1692.0
4271, 42.710, 1696.0
4272, 42.720, 1688.0
4273, 42.730, 1677.0
4274, 42.740, 1677.0
4275, 42.750, 1673.0
4276, 42.760, 1683.0
4277, 42.770, 1691.0
4278, 42.780, 1676.0
4279, 42.790, 1671.0
4280, 42.800, 1671.0
4281, 42.810, 1685.0
4282, 42.820, 1689.0
4283, 42.830, 1686.0
4284, 42.840, 1680.0
4285, 42.850, 1685.0
4286, 42.860, 1689.0
4287, 42.870, 1691.0
4288, 42.880, 1683.0
4289, 42.890, 1694.0
4290, 42.900, 1715.0
4291, 42.910, 1686.0
4292, 42.920, 1680.0
4293, 42.930, 1680.0
4294, 42.940, 1716.0
4295, 42.950, 1710.0
4296, 42.960, 1699.0
4297, 42.970, 1684.0
4298, 42.980, 1700.0
4299, 42.990, 1714.0
4300, 43.000, 1720.0
4301, 43.010, 1709.0
4302, 43.020, 1697.0
4303, 43.030, 1695.0
4304, 43.040, 1705.0
4305, 43.050, 1713.0
4306, 43.060, 1714.0
4307, 43.070, 1693.0
4308, 43.080, 1699.0
4309, 43.090, 1707.0
4310, 43.100, 1710.0
4311, 43.110, 1703.0
4312, 43.120, 1699.0
4313, 43.130, 1701.0
4314, 43.140, 1699.0
4315, 43.150, 1694.0
4316, 43.160, 1697.0
4317, 43.170, 1686.0
4318, 43.180, 1681.0
4319, 43.190, 1675.0
4320, 43.200, 1691.0
4321, 43.210, 1698.0
4322, 43.220, 1683.0
4323, 43.230, 1687.0
4324, 43.240, 1694.0
4325, 43.250, 1695.0
4326, 43.260, 1702.0
4327, 43.270, 1674.0
4328, 43.280, 1706.0
4329, 43.290, 1696.0
4330, 43.300, 1695.0
4331, 43.310, 1676.0
4332, 43.320, 1700.0
4333, 43.330, 1698.0
4334, 43.340, 1681.0
4335, 43.350, 1677.0
4336, 43.360, 1698.0
4337, 43.370, 1690.0
4338, 43.380, 1691.0
4339, 43.390, 1701.0
4340, 43.400, 1710.0
4341, 43.410, 1697.0
4342, 43.420, 1691.0
4343, 43.430, 1693.0
4344, 43.440, 1711.0
4345, 43.450, 1710.0
4346, 43.460, 1697.0
4347, 43.470, 1684.0
4348, 43.480, 1707.0
4349, 43.490, 1711.0
4350, 43.500, 1715.0
4351, 43.510, 1698.0
4352, 43.520, 1698.0
4353, 43.530, 1701.0
4354, 43.540, 1715.0
4355, 43.550, 1705.0
4356, 43.560, 1707.0
4357, 43.570, 1694.0
4358, 43.580, 1702.0
4359, 43.590, 1707.0
4360, 43.600, 1700.0
4361, 43.610, 1702.0
4362, 43.620, 1697.0
4363, 43.630, 1704.0
4364, 43.640, 1699.0
4365, 43.650, 1703.0
4366, 43.660, 1700.0
4367, 43.670, 1689.0
4368, 43.680, 1705.0
4369, 43.690, 1686.0
4370, 43.700, 1695.0
4371, 43.710, 1693.0
4372, 43.720, 1692.0
4373, 43.730, 1680.0
4374, 43.740, 1685.0
4375, 43.750, 1684.0
4376, 43.760, 1686.0
4377, 43.770, 1699.0
4378, 43.780, 1699.0
4379, 43.790, 1689.0
4380, 43.800, 1675.0
4381, 43.810, 1668.0
4382, 43.820, 1677.0
4383, 43.830, 1703.0
4384, 43.840, 1690.0
4385, 43.850, 1687.0
4386, 43.860, 1691.0
4387, 43.870, 1680.0
4388, 43.880, 1694.0
4389, 43.890, 1694.0
4390, 43.900, 1708.0
4391, 43.910, 1688.0
4392, 43.920, 1691.0
4393, 43.930, 1690.0
4394, 43.940, 1706.0
4395, 43.950, 1698.0
4396, 43.960, 1687.0
4397, 43.970, 1688.0
4398, 43.980, 1720.0
4399, 43.990, 1709.0
4400, 44.000, 1693.0
4401, 44.010, 1705.0
4402, 44.020, 1699.0
4403, 44.030, 1708.0
4404, 44.040, 1707.0
4405, 44.050, 1693.0
4406, 44.060, 1700.0
4407, 44.070, 1707.0
4408, 44.080, 1695.0
4409, 44.090, 1711.0
4410, 44.100, 1708.0
4411, 44.110, 1695.0
4412, 44.120, 1693.0
4413, 44.130, 1705.0
4414, 44.140, 1710.0
4415, 44.150, 1698.0
4416, 44.160, 1689.0
4417, 44.170, 1696.0
4418, 44.180, 1698.0
4419, 44.190, 1708.0
4420, 44.200, 1709.0
4421, 44.210, 1697.0
4422, 44.220, 1699.0
4423, 44.230, 1697.0
4424, 44.240, 1688.0
4425, 44.250, 1697.0
4426, 44.260, 1702.0
4427, 44.270, 1682.0
4428, 44.280, 1679.0
4429, 44.290, 1681.0
4430, 44.300, 1693.0
4431, 44.310, 1694.0
4432, 44.320, 1684.0
4433, 44.330, 1685.0
4434, 44.340, 1689.0
4435, 44.350, 1687.0
4436, 44.360, 1692.0
4437, 44.370, 1689.0
4438, 44.380, 1690.0
4439, 44.390, 1686.0
4440, 44.400, 1686.0
4441, 44.410, 1679.0
4442, 44.420, 1696.0
4443, 44.430, 1692.0
4444, 44.440, 1691.0
4445, 44.450, 1695.0
4446, 44.460, 1700.0
4447, 44.470, 1685.0
4448, 44.480, 1690.0
4449, 44.490, 1690.0
4450, 44.500, 1701.0
4451, 44.510, 1683.0
4452, 44.520, 1688.0
4453, 44.530, 1692.0
4454, 44.540, 1690.0
4455, 44.550, 1721.0
4456, 44.560, 1703.0
4457, 44.570, 1695.0
4458, 44.580, 1697.0
4459, 44.590, 1696.0
4460, 44.600, 1705.0
4461, 44.610, 1702.0
4462, 44.620, 1695.0
4463, 44.630, 1694.0
4464, 44.640, 1703.0
4465, 44.650, 1695.0
4466, 44.660, 1705.0
4467, 44.670, 1700.0
4468, 44.680, 1682.0
4469, 44.690, 1681.0
4470, 44.700, 1697.0
4471, 44.710, 1697.0
4472, 44.720, 1697.0
4473, 44.730, 1682.0
4474, 44.740, 1691.0
4475, 44.750, 1694.0
4476, 44.760, 1688.0
4477, 44.770, 1682.0
4478, 44.780, 1687.0
4479, 44.790, 1691.0
4480, 44.800, 1691.0
4481, 44.810, 1676.0
4482, 44.820, 1693.0
4483, 44.830, 1688.0
4484, 44.840, 1689.0
4485, 44.850, 1693.0
4486, 44.860, 1695.0
4487, 44.870, 1697.0
4488, 44.880, 1700.0
4489, 44.890, 1694.0
4490, 44.900, 1702.0
4491, 44.910, 1690.0
4492, 44.920, 1695.0
4493, 44.930, 1689.0
4494, 44.940, 1692.0
4495, 44.950, 1696.0
4496, 44.960, 1702.0
4497, 44.970, 1707.0
4498, 44.980, 1697.0
4499, 44.990, 1702.0
